Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
FTNT,12/31/19,USD,2019,FY,2156200000,-505900000,344200000,-1306100000,61600000,405800000,,,,,,,,,,,,,,,,
FTR,12/31/17,USD,2017,FY,9128000000,-3556000000,1370000000,-4202000000,2184000000,3554000000,,,,,,,,,,,,,,,,
FTR,12/31/18,USD,2018,FY,8611000000,-3339000000,1503000000,-3769000000,1954000000,3457000000,,,,,,,,,,,,,,,,
FTR,12/31/19,USD,2019,FY,8107000000,-3057000000,1466000000,-3584000000,1780000000,3246000000,,,,,,,,,,,,,,,,
FTV,12/31/17,USD,2017,FY,6656000000,-3357500000,1354900000,-1943600000,174100000,1529000000,,,,,,,,,,,,,,,,
FTV,12/31/18,USD,2018,FY,6452700000,-3131400000,1178400000,-2142900000,260800000,1439200000,,,,,,,,,,,,,,,,
FTV,12/31/19,USD,2019,FY,7320000000,-3639700000,1004100000,-2676200000,426200000,1430300000,,,,,,,,,,,,,,,,
FUL,11/30/17,USD,2017,FY,2306043000,-1702873000,102400000,-500770000,87315000,189715000,,,,,,,,,,,,,,,,
FUL,11/30/18,USD,2018,FY,3041002000,-2204108000,255946000,-580948000,145126000,401072000,US,FUL US,7915,H.B. Fuller,2018,2018-08-23T00:00:00Z,United States of America,, Supply Chain," Ceramics, Specialty chemicals"," Chemicals, Other materials", Materials,Specialty chemicals,Chemicals,Materials,Chemicals
FUL,11/30/19,USD,2019,FY,2897000000,-2090078000,263937000,-542985000,141206000,405143000,US,FUL US,7915,H.B. Fuller,2019,2019-07-30T15:38:19Z,United States of America,, Supply Chain," Ceramics, Specialty chemicals"," Chemicals, Other materials", Materials,Specialty chemicals,Chemicals,Materials,Chemicals
G,12/31/17,USD,2017,FY,2736929000,-1683704000,328627000,-724598000,94915000,423542000,,,,,,,,,,,,,,,,
G,12/31/18,USD,2018,FY,3000790000,-1921768000,348152000,-730870000,103718000,451870000,CN,G CN,7582,Goldcorp Inc.,2018,2018-08-09T00:00:00Z,Canada,, Investor," Other non-ferrous ore mining, Precious metals & minerals mining", Metallic mineral mining, Materials,Precious metals & minerals mining,Metallic mineral mining,Materials,Metals & mining
G,12/31/19,USD,2019,FY,3520543000,-2294688000,429376000,-796479000,128713000,558089000,US,G US,7264,"Genpact International, LLC",2019,2019-08-21T12:09:42Z,United States of America,," Investor, Supply Chain"," IT services, Other professional services"," IT & software development, Specialized professional services", Services,IT services,IT & software development,Services,General
GB,12/31/17,USD,2017,FY,1136080000,-782070000,125649000,-228361000,102796000,228445000,,,,,,,,,,,,,,,,
GB,12/31/18,USD,2018,FY,1215012000,-852347000,155555000,-207110000,88988000,244543000,,,,,,,,,,,,,,,,
GB,12/31/19,USD,2019,FY,1258094000,-903084000,157635000,-197375000,77895000,235530000,,,,,,,,,,,,,,,,
GBT,12/31/17,USD,2017,FY,,,-119245000,-119245000,1658000,-117587000,,,,,,,,,,,,,,,,
GBT,12/31/18,USD,2018,FY,,,-182742000,-182742000,4607000,-178135000,,,,,,,,,,,,,,,,
GBT,12/31/19,USD,2019,FY,2108000,-48000,-289584000,-291644000,8605000,-280979000,,,,,,,,,,,,,,,,
GBX,8/31/17,USD,2017,FY,2169164000,-1747865000,260432000,-160867000,65129000,325561000,,,,,,,,,,,,,,,,
GBX,8/31/18,USD,2018,FY,2519464000,-2110409000,252985000,-156070000,74356000,327341000,,,,,,,,,,,,,,,,
GBX,8/31/19,USD,2019,FY,3033591000,-2667105000,184116000,-182370000,83731000,267847000,,,,,,,,,,,,,,,,
GBX,8/31/20,USD,2020,FY,2792189000,-2439058000,168429000,-184702000,109850000,278279000,,,,,,,,,,,,,,,,
GCI,12/31/17,USD,2017,FY,3146480000,-1959638000,158651000,-1028191000,191885000,350536000,,,,,,,,,,,,,,,,
GCI,12/31/18,USD,2018,FY,2916838000,-1803496000,147160000,-966182000,157714000,304874000,,,,,,,,,,,,,,,,
GCO,2/28/18,USD,2017,FY,2907016000,-1490894000,-96249000,-1512371000,78326000,-17923000,,,,,,,,,,,,,,,,
GCO,2/28/19,USD,2018,FY,2188553000,-1141497000,81817000,-965239000,76939000,158756000,,,,,,,,,,,,,,,,
GCO,2/29/20,USD,2019,FY,2197066000,-1133951000,83318000,-979797000,49574000,132892000,,,,,,,,,,,,,,,,
GD,12/31/17,USD,2017,FY,30973000000,-24786000000,4177000000,-2010000000,441000000,4618000000,,,,,,,,,,,,,,,,
GD,12/31/18,USD,2018,FY,36193000000,-29478000000,4457000000,-2258000000,763000000,5220000000,,,,,,,,,,,,,,,,
GD,12/31/19,USD,2019,FY,39350000000,-32291000000,4648000000,-2411000000,829000000,5477000000,US,GD US,7147,General Dynamics Corporation,2019,2019-08-28T18:30:37Z,United States of America,," Investor, Supply Chain"," Aerospace, Electrical equipment, Heavy vehicles, Munitions, Other professional services, Shipbuilding, Transportation support services"," Electrical & electronic equipment, Industrial support services, Light manufacturing, Specialized professional services, Transportation equipment"," Manufacturing, Services",Shipbuilding,Transportation equipment,Manufacturing,
GDDY,12/31/17,USD,2017,FY,2231900000,-1131300000,66900000,-1033700000,205800000,272700000,,,,,,,,,,,,,,,,
GDDY,12/31/18,USD,2018,FY,2660100000,-1327900000,149600000,-1182600000,234100000,383700000,,,,,,,,,,,,,,,,
GDDY,12/31/19,USD,2019,FY,2988100000,-1519400000,202600000,-1266100000,209700000,412300000,,,,,,,,,,,,,,,,
GDOT,12/31/17,USD,2017,FY,890151000,,98324000,-791827000,64580000,162904000,,,,,,,,,,,,,,,,
GDOT,12/31/18,USD,2018,FY,1041758000,,106598000,-935160000,71342000,177940000,,,,,,,,,,,,,,,,
GDOT,12/31/19,USD,2019,FY,1108595000,,122918000,-985677000,82105000,205023000,,,,,,,,,,,,,,,,
GE,12/31/17,USD,2017,FY,1.22092E+11,-91934000000,8246000000,-21912000000,5139000000,13385000000,,,,,,,,,,,,,,,,
GE,12/31/18,USD,2018,FY,1.21615E+11,-92671000000,10369000000,-18575000000,8224000000,18593000000,US,GE US,7166,General Electric Company,2018,2018-09-11T00:00:00Z,United States of America,," Investor, Supply Chain"," Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock"," Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment"," Biotech, health care & pharma, Manufacturing, Services",Industrial machinery,Powered machinery,Manufacturing,General
GE,12/31/19,USD,2019,FY,95214000000,-70029000000,10778000000,-14407000000,5595000000,16373000000,US,GE US,7166,General Electric Company,2019,2019-08-27T17:08:15Z,United States of America,," Investor, Supply Chain"," Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock"," Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment"," Biotech, health care & pharma, Manufacturing, Services",Industrial machinery,Powered machinery,Manufacturing,General
GEL,12/31/17,USD,2017,FY,2028377000,-866458000,354494000,-807425000,252480000,606974000,,,,,,,,,,,,,,,,
GEL,12/31/18,USD,2018,FY,2912770000,-1037688000,409976000,-1465106000,313190000,723166000,,,,,,,,,,,,,,,,
GEL,12/31/19,USD,2019,FY,2480820000,-637699000,408904000,-1434217000,319806000,728710000,,,,,,,,,,,,,,,,
GENC,9/30/17,USD,2017,FY,80608000,-59449000,10236000,-10923000,1128000,11364000,,,,,,,,,,,,,,,,
GENC,9/30/18,USD,2018,FY,98614000,-71993000,13715000,-12906000,1380000,15095000,,,,,,,,,,,,,,,,
GENC,9/30/19,USD,2019,FY,81329000,-58917000,9470000,-12942000,1600000,11070000,,,,,,,,,,,,,,,,
GEO,12/31/17,USD,2017,FY,2263420000,,248285000,-2015135000,124297000,372582000,,,,,,,,,,,,,,,,
GEO,12/31/18,USD,2018,FY,2331386000,,264665000,-2066721000,126434000,391099000,,,,,,,,,,,,,,,,
GEO,12/31/19,USD,2019,FY,2477922000,,300413000,-2177509000,130825000,431238000,,,,,,,,,,,,,,,,
GEOS,9/30/17,USD,2017,FY,73721000,-94404000,-54703000,-34020000,5236000,-49467000,,,,,,,,,,,,,,,,
GEOS,9/30/18,USD,2018,FY,75748000,-64776000,-19734000,-30706000,4234000,-15500000,,,,,,,,,,,,,,,,
GEOS,9/30/19,USD,2019,FY,95809000,-64381000,-7693000,-39121000,5626000,-2067000,,,,,,,,,,,,,,,,
GERN,12/31/17,USD,2017,FY,1065000,,-29255000,-30320000,76000,-29179000,,,,,,,,,,,,,,,,
GERN,12/31/18,USD,2018,FY,1066000,,-31073000,-32139000,59000,-31014000,,,,,,,,,,,,,,,,
GERN,12/31/19,USD,2019,FY,460000,,-72505000,-72965000,64000,-72441000,,,,,,,,,,,,,,,,
GFF,9/30/17,USD,2017,FY,1524997000,-1116881000,69027000,-339089000,47878000,116905000,,,,,,,,,,,,,,,,
GFF,9/30/18,USD,2018,FY,1977918000,-1448737000,92801000,-436380000,55803000,148604000,,,,,,,,,,,,,,,,
GFF,9/30/19,USD,2019,FY,2209289000,-1614020000,135265000,-460004000,61848000,197113000,,,,,,,,,,,,,,,,
GGG,12/31/17,USD,2017,FY,1474744000,-681695000,360447000,-432602000,45583000,406030000,,,,,,,,,,,,,,,,
GGG,12/31/18,USD,2018,FY,1653292000,-770753000,436427000,-446112000,47754000,484181000,,,,,,,,,,,,,,,,
GGG,12/31/19,USD,2019,FY,1646045000,-786289000,424456000,-435300000,48911000,473367000,,,,,,,,,,,,,,,,
GH,12/31/17,USD,2017,FY,49842000,-31618000,-76612000,-94836000,5206000,-71406000,,,,,,,,,,,,,,,,
GH,12/31/18,USD,2018,FY,90639000,-43210000,-92942000,-140371000,7136000,-85806000,,,,,,,,,,,,,,,,
GH,12/31/19,USD,2019,FY,214375000,-70720000,-82371000,-226026000,13609000,-68762000,,,,,,,,,,,,,,,,
GHC,12/31/17,USD,2017,FY,2591846000,,146017000,-2445829000,113310000,259327000,,,,,,,,,,,,,,,,
GHC,12/31/18,USD,2018,FY,2695966000,,254270000,-2441696000,112245000,366515000,,,,,,,,,,,,,,,,
GHC,12/31/19,USD,2019,FY,2932099000,,153698000,-2778401000,121648000,275346000,,,,,,,,,,,,,,,,
GHDX,12/31/17,USD,2017,FY,340750000,-54718000,-6450000,-292482000,11759000,5309000,,,,,,,,,,,,,,,,
GHDX,12/31/18,USD,2018,FY,394111000,-64326000,23896000,-305889000,12669000,36565000,,,,,,,,,,,,,,,,
GIDYL,12/31/17,USD,2017,FY,53000,-265000,-10704000,-10492000,57000,-10647000,,,,,,,,,,,,,,,,
GIDYL,12/31/18,USD,2018,FY,0,,-7622000,-7622000,35000,-7587000,,,,,,,,,,,,,,,,
GIDYL,12/31/19,USD,2019,FY,,,-9542000,-9542000,32000,-9510000,,,,,,,,,,,,,,,,
GIII,1/31/18,USD,2017,FY,2806938000,-1752033000,153991000,-900914000,37783000,191774000,,,,,,,,,,,,,,,,
GIII,1/31/19,USD,2018,FY,3076208000,-1969099000,230714000,-876395000,38819000,269533000,,,,,,,,,,,,,,,,
GIII,1/31/20,USD,2019,FY,3160464000,-2042524000,227654000,-890286000,38735000,266389000,,,,,,,,,,,,,,,,
GILD,12/31/17,USD,2017,FY,26107000000,-4371000000,14124000000,-7612000000,1286000000,15410000000,,,,,,,,,,,,,,,,
GILD,12/31/18,USD,2018,FY,22127000000,-4853000000,8200000000,-9074000000,1429000000,9629000000,,,,,,,,,,,,,,,,
GILD,12/31/19,USD,2019,FY,22449000000,-4675000000,4287000000,-13487000000,1404000000,5691000000,US,GILD US,7345,"Gilead Sciences, Inc.",2019,2019-07-30T23:29:43Z,United States of America,," Investor, Supply Chain", Biotechnology, Biotech & pharma," Biotech, health care & pharma",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General
GIS,5/31/17,USD,2017,FY,15619800000,-10056000000,2762500000,-2801300000,603600000,3366100000,,,,,,,,,,,,,,,,
GIS,5/31/18,USD,2018,FY,15740400000,-10312900000,2674900000,-2752600000,618800000,3293700000,US,GIS US,7156,General Mills Inc.,2018,2018-09-04T00:00:00Z,United States of America,," Investor, Supply Chain"," Baked goods & cereals, Dairy & egg products, Other food processing", Food & beverage processing," Food, beverage & agriculture",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco"
GIS,5/31/19,USD,2019,FY,16865200000,-11108400000,2821000000,-2935800000,620100000,3441100000,US,GIS US,7156,General Mills Inc.,2019,2019-07-30T20:56:29Z,United States of America,," Investor, Supply Chain"," Baked goods & cereals, Dairy & egg products, Other food processing", Food & beverage processing," Food, beverage & agriculture",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco"
GIS,5/31/20,USD,2020,FY,17626600000,-11496700000,2978300000,-3151600000,594700000,3573000000,US,GIS US,7156,General Mills Inc.,2020,2020-08-25T23:00:08Z,United States of America,," Investor, Supply Chain"," Baked goods & cereals, Dairy & egg products, Other food processing", Food & beverage processing," Food, beverage & agriculture",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco"
GLGI,5/31/17,USD,2017,FY,40044110,-32573570,4454580,-3015960,2772465,7227045,,,,,,,,,,,,,,,,
GLGI,5/31/18,USD,2018,FY,48609075,-41570319,4004729,-3034027,3686121,7690850,,,,,,,,,,,,,,,,
GLGI,5/31/19,USD,2019,FY,71077116,-62837214,4317618,-3922284,4533757,8851375,,,,,,,,,,,,,,,,
GLGI,5/31/20,USD,2020,FY,76204608,-64721749,6859241,-4623618,5281032,12140273,,,,,,,,,,,,,,,,
GLP,12/31/17,USD,2017,FY,8920552000,-8337500000,135163000,-447889000,105652000,240815000,,,,,,,,,,,,,,,,
GLP,12/31/18,USD,2018,FY,12672602000,-12022193000,147332000,-503077000,106838000,254170000,,,,,,,,,,,,,,,,
GLP,12/31/19,USD,2019,FY,13081730000,-12418973000,138007000,-524750000,108192000,246199000,,,,,,,,,,,,,,,,
GLPI,12/31/17,USD,2017,FY,971307000,-80487000,605518000,-285302000,123835000,729353000,,,,,,,,,,,,,,,,
GLPI,12/31/18,USD,2018,FY,1055727000,-77127000,653264000,-325336000,148365000,801629000,,,,,,,,,,,,,,,,
GLPI,12/31/19,USD,2019,FY,1153473000,-74700000,730423000,-348350000,258971000,989394000,,,,,,,,,,,,,,,,
GLUU,12/31/17,USD,2017,FY,286827000,-141153000,-85527000,-231201000,3195000,-82332000,,,,,,,,,,,,,,,,
GLUU,12/31/18,USD,2018,FY,366561000,-129156000,-3056000,-240461000,3855000,799000,,,,,,,,,,,,,,,,
GLUU,12/31/19,USD,2019,FY,411381000,-145499000,7241000,-258641000,4225000,11466000,,,,,,,,,,,,,,,,
GLW,12/31/17,USD,2017,FY,10116000000,-6084000000,1630000000,-2402000000,1158000000,2788000000,,,,,,,,,,,,,,,,
GLW,12/31/18,USD,2018,FY,11290000000,-6829000000,1575000000,-2886000000,1293000000,2868000000,US,GLW US,23254,Corning Incorporated,2018,2018-08-31T00:00:00Z,United States of America,," Investor, Supply Chain"," Communications equipment, Electronic components, Fabricated metal components, Medical equipment, Pollution control equipment, Semiconductors"," Electrical & electronic equipment, Light manufacturing, Medical equipment & supplies, Metal products manufacturing"," Biotech, health care & pharma, Manufacturing",Electronic components,Electrical & electronic equipment,Manufacturing,General
GLW,12/31/19,USD,2019,FY,11503000000,-7468000000,1306000000,-2729000000,1503000000,2809000000,US,GLW US,23254,Corning Incorporated,2019,2019-08-14T17:48:57Z,United States of America,," Investor, Supply Chain"," Communications equipment, Electronic components, Fabricated metal components, Medical equipment, Pollution control equipment, Semiconductors"," Electrical & electronic equipment, Light manufacturing, Medical equipment & supplies, Metal products manufacturing"," Biotech, health care & pharma, Manufacturing",Fabricated metal components,Metal products manufacturing,Manufacturing,General
GLYC,12/31/17,USD,2017,FY,,,-33932280,-33932280,263541,-33668739,,,,,,,,,,,,,,,,
GLYC,12/31/18,USD,2018,FY,,,-51504823,-51504823,275123,-51229700,,,,,,,,,,,,,,,,
GLYC,12/31/19,USD,2019,FY,,,-61389302,-61389302,279234,-61110068,,,,,,,,,,,,,,,,
GM,12/31/17,USD,2017,FY,1.45588E+11,-1.25997E+11,10016000000,-9575000000,12261000000,22277000000,,,,,,,,,,,,,,,,
GM,12/31/18,USD,2018,FY,1.47049E+11,-1.32954E+11,4445000000,-9650000000,13669000000,18114000000,US,GM US,7164,General Motors Company,2018,2018-09-12T00:00:00Z,United States of America,," Investor, Supply Chain"," Automobiles, Banks"," Financial services, Transportation equipment"," Manufacturing, Services",Automobiles,Transportation equipment,Manufacturing,Transport OEMS
GM,12/31/19,USD,2019,FY,1.37237E+11,-1.23265E+11,5481000000,-8491000000,14118000000,19599000000,US,GM US,7164,General Motors Company,2019,2019-07-31T21:15:21Z,United States of America,," Investor, Supply Chain"," Automobiles, Banks"," Financial services, Transportation equipment"," Manufacturing, Services",Automobiles,Transportation equipment,Manufacturing,
GME,1/31/18,USD,2017,FY,9224600000,-6184500000,135600000,-2904500000,151900000,287500000,,,,,,,,,,,,,,,,
GME,1/31/19,USD,2018,FY,8285300000,-5977200000,-702000000,-3010100000,126900000,-575100000,,,,,,,,,,,,,,,,
GME,1/31/20,USD,2019,FY,6466000000,-4557300000,-399600000,-2308300000,96200000,-303400000,,,,,,,,,,,,,,,,
GMED,12/31/17,USD,2017,FY,635977000,-150453000,166119000,-319405000,42067000,208186000,,,,,,,,,,,,,,,,
GMED,12/31/18,USD,2018,FY,712969000,-159410000,176884000,-376675000,41630000,218514000,,,,,,,,,,,,,,,,
GMED,12/31/19,USD,2019,FY,785368000,-179975000,176754000,-428639000,52734000,229488000,,,,,,,,,,,,,,,,
GNTX,12/31/17,USD,2017,FY,1794872578,-1100344312,523358352,-171169914,99570908,622929260,,,,,,,,,,,,,,,,
GNTX,12/31/18,USD,2018,FY,1834063697,-1143597005,508125547,-182341145,102186814,610312361,,,,,,,,,,,,,,,,
GNTX,12/31/19,USD,2019,FY,1858897406,-1170589437,488537604,-199770365,104702974,593240578,,,,,,,,,,,,,,,,
GO,12/31/18,USD,2018,FY,2287660000,-1592263000,92876000,-602521000,37052000,129928000,,,,,,,,,,,,,,,,
GO,12/31/19,USD,2019,FY,2559617000,-1772515000,99782000,-687320000,42906000,142688000,,,,,,,,,,,,,,,,
GOLF,12/31/17,USD,2017,FY,1560258000,-758401000,169828000,-632029000,40871000,210699000,,,,,,,,,,,,,,,,
GOLF,12/31/18,USD,2018,FY,1633721000,-791370000,172335000,-670016000,40496000,212831000,,,,,,,,,,,,,,,,
GOLF,12/31/19,USD,2019,FY,1681357000,-809122000,185653000,-686582000,43002000,228655000,,,,,,,,,,,,,,,,
GOOD,12/31/17,USD,2017,FY,94799000,,26462000,-68337000,42795000,69257000,,,,,,,,,,,,,,,,
GOOD,12/31/18,USD,2018,FY,106798000,,35661000,-71137000,47620000,83281000,,,,,,,,,,,,,,,,
GOOD,12/31/19,USD,2019,FY,114387000,,34156000,-80231000,52039000,86195000,,,,,,,,,,,,,,,,
GOOG,12/31/17,USD,2017,FY,1.10855E+11,-45583000000,28882000000,-36390000000,6103000000,34985000000,,,,,,,,,,,,,,,,
GOOG,12/31/18,USD,2018,FY,1.36819E+11,-59549000000,31392000000,-45878000000,8164000000,39556000000,,,,,,,,,,,,,,,,
GOOG,12/31/19,USD,2019,FY,1.61857E+11,-71896000000,35928000000,-54033000000,10856000000,46784000000,,,,,,,,,,,,,,,,
GOV,12/31/19,USD,2019,FY,678404000,-108019000,126829000,-443556000,287378000,414207000,,,,,,,,,,,,,,,,
GPC,12/31/17,USD,2017,FY,16308801000,-11402403000,1012474000,-3893924000,167691000,1180165000,,,,,,,,,,,,,,,,
GPC,12/31/18,USD,2018,FY,18735073000,-12751286000,1126862000,-4856925000,241635000,1368497000,,,,,,,,,,,,,,,,
GPC,12/31/19,USD,2019,FY,19392305000,-13076036000,1111814000,-5204455000,270288000,1382102000,,,,,,,,,,,,,,,,
GPN,5/31/17,USD,2017,FY,3975163000,-1928037000,558868000,-1488258000,451151000,1010019000,,,,,,,,,,,,,,,,
GPN,5/31/18,USD,2018,FY,3366366000,-1095014000,737055000,-1534297000,522813000,1259868000,,,,,,,,,,,,,,,,
GPN,5/31/19,USD,2019,FY,4911892000,-2073803000,791417000,-2046672000,878335000,1669752000,,,,,,,,,,,,,,,,
GPOR,12/31/17,USD,2017,FY,1320303000,-350367000,552369000,-417567000,364629000,916998000,,,,,,,,,,,,,,,,
GPOR,12/31/18,USD,2018,FY,1355044000,-415308000,396439000,-543297000,486664000,883103000,,,,,,,,,,,,,,,,
GPOR,12/31/19,USD,2019,FY,1346008000,-407905000,340016000,-598087000,550108000,890124000,,,,,,,,,,,,,,,,
GPRE,12/31/17,USD,2017,FY,3596166000,-3301587000,41746000,-252833000,107361000,149107000,,,,,,,,,,,,,,,,
GPRE,12/31/18,USD,2018,FY,3843353000,-3627633000,-34621000,-250341000,103619000,68998000,,,,,,,,,,,,,,,,
GPRE,12/31/19,USD,2019,FY,2417238000,-2384947000,-142570000,-174861000,72127000,-70443000,,,,,,,,,,,,,,,,
GPRO,12/31/17,USD,2017,FY,1179741000,-795211000,-163460000,-547990000,41478000,-121982000,,,,,,,,,,,,,,,,
GPRO,12/31/18,USD,2018,FY,1148337000,-786903000,-93962000,-455396000,35063000,-58899000,,,,,,,,,,,,,,,,
GPRO,12/31/19,USD,2019,FY,1194651000,-781862000,-2333000,-415122000,26268000,23935000,,,,,,,,,,,,,,,,
GPS,2/28/18,USD,2017,FY,15855000000,-9789000000,1479000000,-4587000000,559000000,2038000000,,,,,,,,,,,,,,,,
GPS,2/28/19,USD,2018,FY,16580000000,-10258000000,1362000000,-4960000000,578000000,1940000000,US,GPS US,7060,Gap Inc.,2018,2018-08-16T00:00:00Z,United States of America,, Investor," Apparel stores, Specialist retail", Discretionary retail, Retail,Apparel stores,Discretionary retail,Retail,General
GPS,2/29/20,USD,2019,FY,16383000000,-10250000000,574000000,-5559000000,557000000,1131000000,US,GPS US,7060,Gap Inc.,2019,2019-07-31T23:51:07Z,United States of America,, Investor," Apparel stores, Specialist retail", Discretionary retail, Retail,Apparel stores,Discretionary retail,Retail,General
GRA,12/31/17,USD,2017,FY,1716500000,-1053200000,307200000,-356100000,111500000,418700000,,,,,,,,,,,,,,,,
GRA,12/31/18,USD,2018,FY,1932100000,-1165400000,397000000,-369700000,100800000,497800000,,,,,,,,,,,,,,,,
GRA,12/31/19,USD,2019,FY,1958100000,-1164400000,430200000,-363500000,100300000,530500000,,,,,,,,,,,,,,,,
GRC,12/31/17,USD,2017,FY,379389000,-280644000,41956000,-56789000,15053000,57009000,,,,,,,,,,,,,,,,
GRC,12/31/18,USD,2018,FY,414334000,-304413000,50639000,-59282000,14484000,65123000,,,,,,,,,,,,,,,,
GRC,12/31/19,USD,2019,FY,398179000,-295504000,43840000,-58835000,13749000,57589000,,,,,,,,,,,,,,,,
GRMM,12/31/17,USD,2017,FY,7692927,-4248372,-2276483,-5721038,1364740,-911743,,,,,,,,,,,,,,,,
GRMM,12/31/18,USD,2018,FY,8644383,-4378658,-1983572,-6249297,824241,-1159331,,,,,,,,,,,,,,,,
GRMM,12/31/19,USD,2019,FY,8296997,-4610961,-2006004,-5692040,863994,-1142010,,,,,,,,,,,,,,,,
GRMN,12/31/17,USD,2017,FY,3087004000,-1303840000,668860000,-1114304000,86252000,755112000,,,,,,,,,,,,,,,,
GRMN,12/31/18,USD,2018,FY,3347444000,-1367725000,778343000,-1201376000,96194000,874537000,,,,,,,,,,,,,,,,
GRMN,12/31/19,USD,2019,FY,3757505000,-1523529000,945586000,-1288390000,106175000,1051761000,,,,,,,,,,,,,,,,
GRPN,12/31/17,USD,2017,FY,2843877000,-1510016000,12334000,-1321527000,137827000,150161000,,,,,,,,,,,,,,,,
GRPN,12/31/18,USD,2018,FY,2636746000,-1316145000,54039000,-1266562000,115828000,169867000,,,,,,,,,,,,,,,,
GRPN,12/31/19,USD,2019,FY,2218915000,-1032786000,39798000,-1146331000,105765000,145563000,,,,,,,,,,,,,,,,
GRUB,12/31/17,USD,2017,FY,683067000,-325716000,89750000,-267601000,51848000,141598000,,,,,,,,,,,,,,,,
GRUB,12/31/18,USD,2018,FY,1007257000,-536599000,84963000,-385695000,85940000,170903000,,,,,,,,,,,,,,,,
GRUB,12/31/19,USD,2019,FY,1312151000,-790768000,-6283000,-527666000,115449000,109166000,,,,,,,,,,,,,,,,
GSEG,12/31/17,USD,2017,FY,0,,-745905,-745905,1160,-744745,,,,,,,,,,,,,,,,
GSHD,12/31/17,USD,2017,FY,42711000,-25627000,7611000,-9473000,876000,8487000,,,,,,,,,,,,,,,,
GSHD,12/31/18,USD,2018,FY,60148000,-59554000,-13930000,-14524000,2522000,-11408000,,,,,,,,,,,,,,,,
GSHD,12/31/19,USD,2019,FY,77486000,-42440000,14073000,-20973000,2145000,16218000,,,,,,,,,,,,,,,,
GSIG,12/31/17,USD,2017,FY,521290000,-300759000,65108000,-155423000,30758000,95866000,,,,,,,,,,,,,,,,
GSIG,12/31/18,USD,2018,FY,614337000,-352809000,79054000,-182474000,37052000,116106000,,,,,,,,,,,,,,,,
GSIG,12/31/19,USD,2019,FY,626099000,-364014000,71856000,-190229000,38280000,110136000,,,,,,,,,,,,,,,,
GSIT,3/31/18,USD,2017,FY,42643000,-20217000,-4471000,-26897000,1255000,-3216000,,,,,,,,,,,,,,,,
GSIT,3/31/19,USD,2018,FY,51486000,-19858000,-182000,-31810000,1454000,1272000,,,,,,,,,,,,,,,,
GSIT,3/31/20,USD,2019,FY,43343000,-18000000,-10802000,-36145000,1434000,-9368000,,,,,,,,,,,,,,,,
GT,12/31/17,USD,2017,FY,15377000000,-11719000000,1356000000,-2302000000,781000000,2137000000,,,,,,,,,,,,,,,,
GT,12/31/18,USD,2018,FY,15475000000,-11961000000,1202000000,-2312000000,778000000,1980000000,US,GT US,7619,Goodyear Tire & Rubber Company,2018,2018-09-07T00:00:00Z,United States of America,," Investor, Supply Chain"," Rubber products, Tires"," Light manufacturing, Wood & rubber products", Manufacturing,Rubber products,Wood & rubber products,Manufacturing,General
GT,12/31/19,USD,2019,FY,14745000000,-11602000000,820000000,-2323000000,795000000,1615000000,US,GT US,7619,Goodyear Tire & Rubber Company,2019,2019-07-31T20:02:36Z,United States of America,," Investor, Supply Chain"," Rubber products, Tires"," Light manufacturing, Wood & rubber products", Manufacturing,Tires,Light manufacturing,Manufacturing,General
GTHX,12/31/17,USD,2017,FY,,,-60968000,-60968000,89000,-60879000,,,,,,,,,,,,,,,,
GTHX,12/31/18,USD,2018,FY,,,-89286000,-89286000,175000,-89111000,,,,,,,,,,,,,,,,
GTHX,12/31/19,USD,2019,FY,,,-129041000,-129041000,356000,-128685000,,,,,,,,,,,,,,,,
GTLT,12/31/17,USD,2017,FY,827900000,-432100000,47800000,-348000000,132600000,180400000,,,,,,,,,,,,,,,,
GTLT,12/31/18,USD,2018,FY,1490800000,-819400000,76800000,-594600000,211400000,288200000,,,,,,,,,,,,,,,,
GTLT,12/31/19,USD,2019,FY,1727800000,-941900000,136300000,-649600000,248800000,385100000,,,,,,,,,,,,,,,,
GTXI,12/31/17,USD,2017,FY,,,-30655000,-30655000,47000,-30608000,,,,,,,,,,,,,,,,
GTXI,12/31/18,USD,2018,FY,,,-39059000,-39059000,46000,-39013000,,,,,,,,,,,,,,,,
